2.00E-04,0.03,4.25,402,9,5
8.141741692E-03,
8.223159109E-03,
8.305390700E-03,
8.388444607E-03,
8.472329053E-03,
8.557052344E-03,
8.642622867E-03,
8.729049096E-03,
8.816339587E-03,
8.904502983E-03,
8.993548013E-03,
9.083483493E-03,
9.174318328E-03,
9.266061511E-03,
9.358722126E-03,
9.452309347E-03,
9.546832441E-03,
9.642300765E-03,
9.738723773E-03,
9.836111011E-03,
9.934472121E-03,
1.003381684E-02,
1.013415501E-02,
1.023549656E-02,
1.033785153E-02,
1.044123004E-02,
1.054564234E-02,
1.065109877E-02,
1.075760975E-02,
1.086518585E-02,
1.097383771E-02,
1.108357609E-02,
1.119441185E-02,
1.130635597E-02,
1.141941953E-02,
1.153361372E-02,
1.164894986E-02,
1.176543936E-02,
1.188309375E-02,
1.200192469E-02,
1.212194393E-02,
1.224316337E-02,
1.236559501E-02,
1.248925096E-02,
1.261414347E-02,
1.274028490E-02,
1.286768775E-02,
1.299636463E-02,
1.312632827E-02,
1.325759156E-02,
1.339016747E-02,
1.352406915E-02,
1.365930984E-02,
1.379590294E-02,
1.393386197E-02,
1.407320059E-02,
1.421393259E-02,
1.435607192E-02,
1.449963264E-02,
1.464462896E-02,
1.479107525E-02,
1.493898601E-02,
1.508837587E-02,
1.523925962E-02,
1.539165222E-02,
1.554556874E-02,
1.570102443E-02,
1.585803467E-02,
1.601661502E-02,
1.617678117E-02,
1.633854898E-02,
1.650193447E-02,
1.666695382E-02,
1.683362336E-02,
1.700195959E-02,
1.717197919E-02,
1.734369898E-02,
1.751713597E-02,
1.769230733E-02,
1.786923040E-02,
1.804792270E-02,
1.822840193E-02,
1.841068595E-02,
1.859479281E-02,
1.878074074E-02,
1.896854815E-02,
1.915823363E-02,
1.934981596E-02,
1.954331412E-02,
1.973874726E-02,
1.993613474E-02,
2.013549608E-02,
2.033685104E-02,
2.054021955E-02,
2.074562175E-02,
2.095307797E-02,
2.116260875E-02,
2.137423484E-02,
2.158797718E-02,
2.180385696E-02,
2.202189552E-02,
2.224211448E-02,
2.246453563E-02,
2.268918098E-02,
2.291607279E-02,
2.314523352E-02,
2.337668585E-02,
2.361045271E-02,
2.384655724E-02,
2.408502281E-02,
2.432587304E-02,
2.456913177E-02,
2.481482309E-02,
2.506297132E-02,
2.531360103E-02,
2.556673704E-02,
2.582240441E-02,
2.608062846E-02,
2.634143474E-02,
2.660484909E-02,
2.687089758E-02,
2.713960656E-02,
2.741100262E-02,
2.768511265E-02,
2.796196377E-02,
2.824158341E-02,
2.852399925E-02,
2.880923924E-02,
2.909733163E-02,
2.938830495E-02,
2.968218800E-02,
2.997900988E-02,
3.027879998E-02,
3.058158798E-02,
3.088740386E-02,
3.119627789E-02,
3.150824067E-02,
3.182332308E-02,
3.214155631E-02,
3.246297187E-02,
3.278760159E-02,
3.311547761E-02,
3.344663238E-02,
3.378109871E-02,
3.411890969E-02,
3.446009879E-02,
3.480469978E-02,
3.515274678E-02,
3.550427425E-02,
3.585931699E-02,
3.621791016E-02,
3.658008926E-02,
3.694589015E-02,
3.731534905E-02,
3.768850254E-02,
3.806538757E-02,
3.844604144E-02,
3.883050186E-02,
3.921880688E-02,
3.961099495E-02,
4.000710490E-02,
4.040717595E-02,
4.081124770E-02,
4.121936018E-02,
4.163155378E-02,
4.204786932E-02,
4.246834801E-02,
4.289303149E-02,
4.332196181E-02,
4.375518143E-02,
4.419273324E-02,
4.463466057E-02,
4.508100718E-02,
4.553181725E-02,
4.598713542E-02,
4.644700678E-02,
4.691147685E-02,
4.738059162E-02,
4.785439753E-02,
4.833294151E-02,
4.881627092E-02,
4.930443363E-02,
4.979747797E-02,
5.029545275E-02,
5.079840727E-02,
5.130639135E-02,
5.181945526E-02,
5.233764981E-02,
5.286102631E-02,
5.338963657E-02,
5.392353294E-02,
5.446276827E-02,
5.500739595E-02,
5.555746991E-02,
5.611304461E-02,
5.667417506E-02,
5.724091681E-02,
5.781332598E-02,
5.839145924E-02,
5.897537383E-02,
5.956512757E-02,
6.016077884E-02,
6.076238663E-02,
6.137001050E-02,
6.198371060E-02,
6.260354771E-02,
6.322958318E-02,
6.386187902E-02,
6.450049781E-02,
6.514550278E-02,
6.579695781E-02,
6.645492739E-02,
6.711947666E-02,
6.779067143E-02,
6.846857815E-02,
6.915326393E-02,
6.984479657E-02,
7.054324453E-02,
7.124867698E-02,
7.196116375E-02,
7.268077538E-02,
7.340758314E-02,
7.414165897E-02,
7.488307556E-02,
7.563190631E-02,
7.638822538E-02,
7.715210763E-02,
7.792362871E-02,
7.870286499E-02,
7.948989364E-02,
8.028479258E-02,
8.108764051E-02,
8.189851691E-02,
8.271750208E-02,
8.354467710E-02,
8.438012387E-02,
8.522392511E-02,
8.607616436E-02,
8.693692601E-02,
8.780629527E-02,
8.868435822E-02,
8.957120180E-02,
9.046691382E-02,
9.137158296E-02,
9.228529879E-02,
9.320815178E-02,
9.414023329E-02,
9.508163563E-02,
9.603245198E-02,
9.699277650E-02,
9.796270427E-02,
9.894233131E-02,
9.993175462E-02,
1.009310722E-01,
1.019403829E-01,
1.029597867E-01,
1.039893846E-01,
1.050292784E-01,
1.060795712E-01,
1.071403669E-01,
1.082117706E-01,
1.092938883E-01,
1.103868272E-01,
1.114906955E-01,
1.126056024E-01,
1.137316584E-01,
1.148689750E-01,
1.160176648E-01,
1.171778414E-01,
1.183496198E-01,
1.195331160E-01,
1.207284472E-01,
1.219357317E-01,
1.231550890E-01,
1.243866399E-01,
1.256305063E-01,
1.268868113E-01,
1.281556794E-01,
1.294372362E-01,
1.307316086E-01,
1.320389247E-01,
1.333593139E-01,
1.346929071E-01,
1.360398361E-01,
1.374002345E-01,
1.387742369E-01,
1.401619792E-01,
1.415635990E-01,
1.429792350E-01,
1.444090274E-01,
1.458531176E-01,
1.473116488E-01,
1.487847653E-01,
1.502726129E-01,
1.517753391E-01,
1.532930925E-01,
1.548260234E-01,
1.563742836E-01,
1.579380265E-01,
1.595174067E-01,
1.611125808E-01,
1.627237066E-01,
1.643509437E-01,
1.659944531E-01,
1.676543976E-01,
1.693309416E-01,
1.710242510E-01,
1.727344935E-01,
1.744618385E-01,
1.762064569E-01,
1.779685214E-01,
1.797482066E-01,
1.815456887E-01,
1.833611456E-01,
1.851947570E-01,
1.870467046E-01,
1.889171717E-01,
1.908063434E-01,
1.927144068E-01,
1.946415509E-01,
1.965879664E-01,
1.985538461E-01,
2.005393845E-01,
2.025447784E-01,
2.045702261E-01,
2.066159284E-01,
2.086820877E-01,
2.107689086E-01,
2.128765977E-01,
2.150053636E-01,
2.171554173E-01,
2.193269714E-01,
2.215202412E-01,
2.237354436E-01,
2.259727980E-01,
2.282325260E-01,
2.305148512E-01,
2.328199998E-01,
2.351481998E-01,
2.374996817E-01,
2.398746786E-01,
2.422734254E-01,
2.446961596E-01,
2.471431212E-01,
2.496145524E-01,
2.521106979E-01,
2.546318049E-01,
2.571781230E-01,
2.597499042E-01,
2.623474032E-01,
2.649708773E-01,
2.676205860E-01,
2.702967919E-01,
2.729997598E-01,
2.757297574E-01,
2.784870550E-01,
2.812719255E-01,
2.840846448E-01,
2.869254912E-01,
2.897947462E-01,
