-10.00,0.00E+00,
200.00,0.00E+00,
200.00,6.24E-09,
203.17,6.24E-09,
203.17,6.93E-08,
205.51,6.93E-08,
205.51,1.79E-07,
206.78,1.79E-07,
206.78,3.15E-07,
207.68,3.15E-07,
207.68,4.69E-07,
208.39,4.69E-07,
208.39,6.33E-07,
208.99,6.33E-07,
208.99,8.05E-07,
209.51,8.05E-07,
209.51,9.83E-07,
209.97,9.83E-07,
209.97,1.16E-06,
210.39,1.16E-06,
210.39,1.35E-06,
210.77,1.35E-06,
210.77,1.53E-06,
211.13,1.53E-06,
211.13,1.72E-06,
211.47,1.72E-06,
211.47,1.90E-06,
211.79,1.90E-06,
211.79,2.09E-06,
212.10,2.09E-06,
212.10,2.28E-06,
212.40,2.28E-06,
212.40,2.47E-06,
212.69,2.47E-06,
212.69,2.66E-06,
212.97,2.66E-06,
212.97,2.84E-06,
213.25,2.84E-06,
213.25,3.03E-06,
213.52,3.03E-06,
213.52,3.22E-06,
213.79,3.22E-06,
213.79,3.41E-06,
214.06,3.41E-06,
214.06,3.59E-06,
214.32,3.59E-06,
214.32,3.87E-06,
214.84,3.87E-06,
214.84,4.23E-06,
215.37,4.23E-06,
215.37,4.57E-06,
215.89,4.57E-06,
215.89,4.90E-06,
216.42,4.90E-06,
216.42,5.21E-06,
216.94,5.21E-06,
216.94,5.50E-06,
217.46,5.50E-06,
217.46,5.75E-06,
217.99,5.75E-06,
217.99,5.98E-06,
218.51,5.98E-06,
218.51,6.17E-06,
219.03,6.17E-06,
219.03,6.34E-06,
219.56,6.34E-06,
219.56,6.48E-06,
220.08,6.48E-06,
220.08,6.60E-06,
220.61,6.60E-06,
220.61,6.70E-06,
221.13,6.70E-06,
221.13,6.77E-06,
221.65,6.77E-06,
221.65,6.83E-06,
222.18,6.83E-06,
222.18,6.88E-06,
222.70,6.88E-06,
222.70,6.92E-06,
223.23,6.92E-06,
223.23,6.95E-06,
223.75,6.95E-06,
223.75,6.97E-06,
224.27,6.97E-06,
224.27,6.98E-06,
224.80,6.98E-06,
224.80,7.00E-06,
225.32,7.00E-06,
225.32,7.01E-06,
225.84,7.01E-06,
225.84,7.02E-06,
226.37,7.02E-06,
226.37,7.03E-06,
226.89,7.03E-06,
226.89,7.05E-06,
227.42,7.05E-06,
227.42,7.06E-06,
227.94,7.06E-06,
227.94,7.08E-06,
228.46,7.08E-06,
228.46,7.10E-06,
228.99,7.10E-06,
228.99,7.13E-06,
229.51,7.13E-06,
229.51,7.17E-06,
230.03,7.17E-06,
230.03,7.21E-06,
230.56,7.21E-06,
230.56,7.26E-06,
231.08,7.26E-06,
231.08,7.32E-06,
231.61,7.32E-06,
231.61,7.38E-06,
232.13,7.38E-06,
232.13,7.46E-06,
232.65,7.46E-06,
232.65,7.54E-06,
233.18,7.54E-06,
233.18,7.63E-06,
233.70,7.63E-06,
233.70,7.73E-06,
234.23,7.73E-06,
234.23,7.83E-06,
234.75,7.83E-06,
234.75,7.94E-06,
235.27,7.94E-06,
