#Comment 1
0.00740898494001999,4.25,0.999852520984978
0.0469114768465,4.25,0.00127975901360446
#Comment 2
0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,2.0000000000E+02
6.2367337143E-09,2.0293367129E-12,4.2257208310E-12,3.1700405924E+00
6.9276795621E-08,2.2541598078E-11,4.6938736167E-11,2.3412925341E+00
1.7856792943E-07,5.8103243066E-11,1.2098932770E-10,1.2673650114E+00
3.1511174400E-07,1.0253248897E-10,2.1350506879E-10,9.0294537478E-01
4.6866301589E-07,1.5249569850E-10,3.1754427232E-10,7.1323008736E-01
6.3331058703E-07,2.0606947223E-10,4.2910181237E-10,5.9636792136E-01
8.0541515180E-07,2.6206963638E-10,5.4571186465E-10,5.1729338283E-01
9.8262644535E-07,3.1973145111E-10,6.6578199895E-10,4.6047472911E-01
1.1633729416E-06,3.7854356613E-10,7.8824742225E-10,4.1793022823E-01
1.3465770374E-06,4.3815534605E-10,9.1237800076E-10,3.8512757878E-01
1.5314866456E-06,4.9832207333E-10,1.0376641552E-09,3.5930108699E-01
1.7175708776E-06,5.5887100503E-10,1.1637461801E-09,3.3866911329E-01
1.9044529054E-06,6.1967952714E-10,1.2903687543E-09,3.2203503248E-01
2.0918653402E-06,6.8066063548E-10,1.4173507077E-09,3.0856878073E-01
2.2796197401E-06,7.4175301400E-10,1.5445643607E-09,2.9768034714E-01
2.4675852504E-06,8.0291408458E-10,1.6719210524E-09,2.8894313356E-01
2.6556732893E-06,8.6411502403E-10,1.7993607636E-09,2.8204583198E-01
2.8438263128E-06,9.2533710851E-10,1.9268445055E-09,2.7676138027E-01
3.0320093684E-06,9.8656896494E-10,2.0543485957E-09,2.7292659069E-01
3.2202035629E-06,1.0478044458E-09,2.1818602331E-09,2.7042874125E-01
3.4084008400E-06,1.1090409297E-09,2.3093739592E-09,2.6919693554E-01
3.5941555703E-06,1.1694825163E-09,2.4352324575E-09,2.6190476190E-01
3.8681362704E-06,1.2586315194E-09,2.6208688762E-09,5.2380952381E-01
4.2275392893E-06,1.3755755212E-09,2.8643832723E-09,5.2380952381E-01
4.5747958019E-06,1.4885670886E-09,3.0996674502E-09,5.2380952381E-01
4.9045975049E-06,1.5958788696E-09,3.3231245166E-09,5.2380952381E-01
5.2124830701E-06,1.6960590273E-09,3.5317312877E-09,5.2380952381E-01
5.4950106863E-06,1.7879873339E-09,3.7231550951E-09,5.2380952381E-01
5.7498519384E-06,1.8709056427E-09,3.8958172377E-09,5.2380952381E-01
5.9758055792E-06,1.9444222557E-09,4.0489020761E-09,5.2380952381E-01
6.1727375037E-06,2.0084922223E-09,4.1823160092E-09,5.2380952381E-01
6.3414596602E-06,2.0633776921E-09,4.2966049153E-09,5.2380952381E-01
6.4835650296E-06,2.1095938665E-09,4.3928416068E-09,5.2380952381E-01
6.6012378181E-06,2.1478467456E-09,4.4724961988E-09,5.2380952381E-01
6.6970576845E-06,2.1789687533E-09,4.5373020614E-09,5.2380952381E-01
6.7738145198E-06,2.2038575726E-09,4.5891284546E-09,5.2380952381E-01
6.8343465922E-06,2.2234223150E-09,4.6298684356E-09,5.2380952381E-01
6.8814104537E-06,2.2385397158E-09,4.6613476452E-09,5.2380952381E-01
6.9175865275E-06,2.2500216057E-09,4.6852565713E-09,5.2380952381E-01
6.9452202883E-06,2.2585936234E-09,4.7031062230E-09,5.2380952381E-01
6.9663957800E-06,2.2648841413E-09,4.7162050707E-09,5.2380952381E-01
6.9829360408E-06,2.2694217153E-09,4.7256537348E-09,5.2380952381E-01
6.9964238250E-06,2.2726390434E-09,4.7323532294E-09,5.2380952381E-01
7.0082356924E-06,2.2748813846E-09,4.7370224929E-09,5.2380952381E-01
7.0195828735E-06,2.2764175683E-09,4.7402213132E-09,5.2380952381E-01
7.0315530893E-06,2.2774520437E-09,4.7423754181E-09,5.2380952381E-01
7.0451485186E-06,2.2781367954E-09,4.7438012879E-09,5.2380952381E-01
7.0613162027E-06,2.2785823312E-09,4.7447290343E-09,5.2380952381E-01
7.0809682802E-06,2.2788672814E-09,4.7453223906E-09,5.2380952381E-01
7.1049905006E-06,2.2790464213E-09,4.7456954166E-09,5.2380952381E-01
7.1342384800E-06,2.2791571228E-09,4.7459259322E-09,5.2380952381E-01
7.1695221365E-06,2.2792243667E-09,4.7460659553E-09,5.2380952381E-01
7.2115796890E-06,2.2792645172E-09,4.7461495613E-09,5.2380952381E-01
7.2610434956E-06,2.2792880822E-09,4.7461986310E-09,5.2380952381E-01
7.3184008142E-06,2.2793016773E-09,4.7462269403E-09,5.2380952381E-01
7.3839532105E-06,2.2793093870E-09,4.7462429943E-09,5.2380952381E-01
7.4577787453E-06,2.2793136846E-09,4.7462519434E-09,5.2380952381E-01
7.5397011554E-06,2.2793160395E-09,4.7462568469E-09,5.2380952381E-01
7.6292699452E-06,2.2793173078E-09,4.7462594880E-09,5.2380952381E-01
7.7257546085E-06,2.2793179793E-09,4.7462608863E-09,5.2380952381E-01
7.8281551272E-06,2.2793183288E-09,4.7462616140E-09,5.2380952381E-01
7.9352295336E-06,2.2793185076E-09,4.7462619863E-09,5.2380952381E-01
8.0455378077E-06,2.2793185975E-09,4.7462621735E-09,5.2380952381E-01
8.1294441021E-06,2.2793186336E-09,4.7462622487E-09,2.6190476190E-01
8.1884633924E-06,2.2793186827E-09,4.7462623509E-09,2.8938670571E-01
8.2503898340E-06,2.2793186827E-09,4.7462623509E-09,2.9071089684E-01
8.3123152614E-06,2.2793186827E-09,4.7462623509E-09,2.9339608500E-01
8.3742370234E-06,2.2793186827E-09,4.7462623509E-09,2.9751848379E-01
8.4361489034E-06,2.2793186827E-09,4.7462623509E-09,3.0319926938E-01
8.4980394001E-06,2.2793186827E-09,4.7462623509E-09,3.1061386857E-01
8.5598895787E-06,2.2793186827E-09,4.7462623509E-09,3.2000637318E-01
8.6216702913E-06,2.2793186827E-09,4.7462623509E-09,3.3171143928E-01
8.6833384801E-06,2.2793186827E-09,4.7462623509E-09,3.4618765991E-01
8.7448321381E-06,2.2793186827E-09,4.7462623509E-09,3.6406929679E-01
8.8060632808E-06,2.2793186827E-09,4.7462623509E-09,3.8624866852E-01
8.8669079127E-06,2.2793186827E-09,4.7462623509E-09,4.1401214719E-01
8.9271913447E-06,2.2793186827E-09,4.7462623509E-09,4.4927499535E-01
8.9866661018E-06,2.2793186827E-09,4.7462623509E-09,4.9501033380E-01
9.0449775982E-06,2.2793186827E-09,4.7462623509E-09,5.5609038654E-01
9.1016087219E-06,2.2793186827E-09,4.7462623509E-09,6.4109551546E-01
9.1557861168E-06,2.2793186827E-09,4.7462623509E-09,7.6672234391E-01
9.2063122670E-06,2.2793186827E-09,4.7462623509E-09,9.7066627789E-01
9.2512421017E-06,2.2793186827E-09,4.7462623509E-09,1.3624173873E+00
9.2872044234E-06,2.2793186827E-09,4.7462623509E-09,2.5168894741E+00
9.3079477985E-06,2.2793186827E-09,4.7462623509E-09,3.4077936369E+00
9.3100000000E-06,2.2793186827E-09,4.7462623509E-09,5.1128438603E+02
9.3067814715E-06,2.2793186827E-09,4.7462623509E-09,5.5475710368E+00
9.2742490198E-06,2.2793186827E-09,4.7462623509E-09,4.0972619346E+00
9.2178482420E-06,2.2793186827E-09,4.7462623509E-09,2.2178887700E+00
9.1473834469E-06,2.2793186827E-09,4.7462623509E-09,1.5801544059E+00
9.0681417841E-06,2.2793186827E-09,4.7462623509E-09,1.2481526529E+00
8.9831737656E-06,2.2793186827E-09,4.7462623509E-09,1.0436438624E+00
8.8943574913E-06,2.2793186827E-09,4.7462623509E-09,9.0526341995E-01
8.8029058387E-06,2.2793186827E-09,4.7462623509E-09,8.0583077595E-01
8.7096298096E-06,2.2793186827E-09,4.7462623509E-09,7.3137789940E-01
8.6150855117E-06,2.2793186827E-09,4.7462623509E-09,6.7397326286E-01
8.5196610672E-06,2.2793186827E-09,4.7462623509E-09,6.2877690223E-01
8.4236304465E-06,2.2793186827E-09,4.7462623509E-09,5.9267094826E-01
8.3271881152E-06,2.2793186827E-09,4.7462623509E-09,5.6356130683E-01
8.2304720621E-06,2.2793186827E-09,4.7462623509E-09,5.3999536627E-01
8.1335795345E-06,2.2793186827E-09,4.7462623509E-09,5.2094060750E-01
8.0365780613E-06,2.2793186827E-09,4.7462623509E-09,5.0565048372E-01
7.9395133561E-06,2.2793186827E-09,4.7462623509E-09,4.9358020597E-01
7.8424151148E-06,2.2793186827E-09,4.7462623509E-09,4.8433241547E-01
7.7453013752E-06,2.2793186827E-09,4.7462623509E-09,4.7762153371E-01
7.6481818872E-06,2.2793186827E-09,4.7462623509E-09,4.7325029719E-01
7.5510608085E-06,2.2793186827E-09,4.7462623509E-09,4.7109463720E-01
7.4509022090E-06,2.2793186610E-09,4.7462623049E-09,5.0000000000E-01
7.2967684149E-06,2.2793186440E-09,4.7462622688E-09,1.0000000000E+00
7.0952025814E-06,2.2793186004E-09,4.7462621759E-09,1.0000000000E+00
6.9017156469E-06,2.2793185103E-09,4.7462619846E-09,1.0000000000E+00
6.7197443841E-06,2.2793183282E-09,4.7462615974E-09,1.0000000000E+00
6.5520685406E-06,2.2793179663E-09,4.7462608280E-09,1.0000000000E+00
6.4006930026E-06,2.2793172599E-09,4.7462593265E-09,1.0000000000E+00
6.2667993586E-06,2.2793159061E-09,4.7462564485E-09,1.0000000000E+00
6.1507651800E-06,2.2793133575E-09,4.7462510310E-09,1.0000000000E+00
6.0522418817E-06,2.2793086461E-09,4.7462410157E-09,1.0000000000E+00
5.9702764791E-06,2.2793000918E-09,4.7462228317E-09,1.0000000000E+00
5.9034595545E-06,2.2792848387E-09,4.7461904075E-09,1.0000000000E+00
5.8500814050E-06,2.2792581276E-09,4.7461336266E-09,1.0000000000E+00
5.8082803187E-06,2.2792121886E-09,4.7460359724E-09,1.0000000000E+00
5.7761705554E-06,2.2791345952E-09,4.7458710292E-09,1.0000000000E+00
5.7519420523E-06,2.2790058823E-09,4.7455974193E-09,1.0000000000E+00
5.7339283541E-06,2.2787961944E-09,4.7451516780E-09,1.0000000000E+00
5.7206431319E-06,2.2784607057E-09,4.7444385171E-09,1.0000000000E+00
5.7107885440E-06,2.2779335544E-09,4.7433179317E-09,1.0000000000E+00
5.7032404627E-06,2.2771200774E-09,4.7415886932E-09,1.0000000000E+00
5.6970163675E-06,2.2758872360E-09,4.7389679959E-09,1.0000000000E+00
5.6912317175E-06,2.2740523008E-09,4.7350674053E-09,1.0000000000E+00
5.6850501874E-06,2.2713701369E-09,4.7293658290E-09,1.0000000000E+00
