1,0,0
2,1.0353,0.00028
3,1.03639,0.00028
4,0,0
5,1.03494,0.00028
6,1.03133,0.00028
7,0,0
8,1.01145,0.00028
9,0.97712,0.00028
10,1.0353,0.00028
11,1.00965,0.0003
12,1.01001,0.00021
13,1.03675,0.00021
14,1.00892,0.00021
15,1.00603,0.00021
16,1.02555,0.00021
17,0.98797,0.00021
18,0.97279,0.00021
19,1.03639,0.00028
20,1.01001,0.00021
21,1.01037,0.0003
22,1.0382,0.00021
23,1.01145,0.00021
24,1.00965,0.00021
25,1.02699,0.00021
26,0.98869,0.00021
27,0.97243,0.00021
28,0,0
29,1.03675,0.00021
30,1.0382,0.00021
31,0,0
32,1.04434,0.00021
33,1.04434,0.00021
34,0,0
35,1.01109,0.00021
36,0.97423,0.00021
37,1.03494,0.00028
38,1.00892,0.00021
39,1.01145,0.00021
40,1.04434,0.00021
41,1.03205,0.0003
42,1.05012,0.00021
43,1.03494,0.00021
44,0.98363,0.00021
45,0.9652,0.00021
46,1.03133,0.00028
47,1.00603,0.00021
48,1.00965,0.00021
49,1.04434,0.00021
50,1.05012,0.00021
51,0,0
52,1.01651,0.00021
53,0.96556,0.00021
54,0.9558,0.00021
55,0,0
56,1.02555,0.00021
57,1.02699,0.00021
58,0,0
59,1.03494,0.00021
60,1.01651,0.00021
61,0.97423,0.0003
62,0.94894,0.00021
63,0.94677,0.00021
64,1.01145,0.00028
65,0.98797,0.00021
66,0.98869,0.00021
67,1.01109,0.00021
68,0.98363,0.00021
69,0.96556,0.00021
70,0.94894,0.00021
71,0.93954,0.00021
72,0.9428,0.00021
73,0.97712,0.00028
74,0.97279,0.00021
75,0.97243,0.00021
76,0.97423,0.00021
77,0.9652,0.00021
78,0.9558,0.00021
79,0.94677,0.00021
80,0.9428,0.00021
81,0.94822,0.0003
